PK_MEDICAMENTO,CODIGO_ATC,PRINCIPIOS_ATIVOS_WHODRUG,NOME_MEDICAMENTO_WHODRUG,PK_ATC,DESCRICAO
14690,M01AE,Ibuprofen,Algy-flanderil,outros,outros
14691,M01AE,Ibuprofen,Alivium,outros,outros
14692,M01AE,Ibuprofen,Buprovil,outros,outros
14693,M01AE,Ibuprofen,Buscofem,outros,outros
14694,M01AE,Ibuprofen,Ibuflex,outros,outros
14695,M01AE,Ibuprofen,Ibup,outros,outros
14696,M01AE,Ibuprofen,Ibupril,outros,outros
14697,M01AE,Ibuprofen,Ibupro,outros,outros
14698,M01AE,Ibuprofen,Ibuprofeno,outros,outros
14699,M01AE,Ibuprofen,Ibuprotrat,outros,outros
14700,M01AE,Ibuprofen,Inzel,outros,outros
14701,M01AE,Ibuprofen,Marcofen,outros,outros
14702,M01AE,Ibuprofen,Ostarin,outros,outros
14703,M01AE,Ibuprofen,Rapifen,outros,outros
14704,M01AE,Ibuprofen arginine,Spidufen,outros,outros
14705,M01AE,Ibuprofen sodium,Ibuprofen,outros,outros
14706,M01AE,Ibuprofeno arginina,Spidufen,outros,outros
14707,M01AE,Ketoprofen,Algie,outros,outros
14708,M01AE,Ketoprofen,Artrinid,outros,outros
14709,M01AE,Ketoprofen,Bicerto,outros,outros
14710,M01AE,Ketoprofen,Biprofenid,outros,outros
14711,M01AE,Ketoprofen,Ketin,outros,outros
14712,M01AE,Ketoprofen,Profenid i.v.,outros,outros
14713,M01AE,Ketoprofen,Profenid lp,outros,outros
14714,M01AE,Ketoprofen,Triploa,outros,outros
14715,M01AE,Ketoprofen lysine,Artrosil,outros,outros
14716,M01AE,Ketoprofen sodium,Cetoprofeno,outros,outros
14717,M01AE,Lisinato de cetoprofeno,Artrosil,outros,outros
14718,M01AE,Loxoprofen sodium,Oxotron,outros,outros
14719,M01AE,Loxoprofeno sódico diidratado,Loxoprofen,outros,outros
14720,M01AE,Loxoprofeno sódico diidratado,Loxoprofeno sodico,outros,outros
14721,M01AE,Naproxen,Laser,outros,outros
14722,M01AE,Naproxen,Naproxeno,outros,outros
14723,M01AE,Naproxen,Naxotec,outros,outros
14724,M01AE,Naproxen sodium,Napronax,outros,outros
14725,M01AE,Naproxen sodium,Naproxeno,outros,outros
14726,M01AE,Naproxen sodium,Naproxeno sodico,outros,outros
14727,M01AE,Naproxen sodium,Nexflen,outros,outros
14728,M01AE,Naproxeno sódico,Flanax,outros,outros
14729,M01AE,Naproxeno sódico,Flanax xr,outros,outros
14730,M01AE,Naproxeno sódico,Naproxeno,outros,outros
14731,M01AE,Naproxeno sódico,Naproxeno sodico,outros,outros
14732,M01AE_x000D_|M02AA,Cetoprofeno,Bi profenid,outros,outros
14733,M01AE_x000D_|M02AA,Cetoprofeno,Cetofenid,outros,outros
14734,M01AE_x000D_|M02AA,Cetoprofeno,Cetoprofeno,outros,outros
14735,M01AE_x000D_|M02AA,Cetoprofeno,Profenid,outros,outros
14736,M01AE_x000D_|M02AA,Ibuprofen,Advil,outros,outros
14737,M01AE_x000D_|M02AA,Loxoprofen,Loxoprofen,outros,outros
14738,M01AE_x000D_|M02AA,Loxoprofen,Loxoprofeno,outros,outros
14739,M01AE_x000D_|M02AA,Loxoprofeno sódico diidratado,Loxonin,outros,outros
14740,M01AE_x000D_|M02AA,Loxoprofeno sódico diidratado,Loxoprofen sodium hydrate,outros,outros
14741,M01AE|M02AA,Cetoprofeno,Cetoprofeno,outros,outros
14742,M01AE|M02AA,Cetoprofeno,Profenid,outros,outros
14743,M01AE|M02AA,Ibuprofen,Advil,outros,outros
14744,M01AE|M02AA,Ibuprofen,Artril,outros,outros
14745,M01AE|M02AA,Ketoprofen,Bi profenid,outros,outros
14746,M01AE|M02AA,Ketoprofen,Bi-profenid,outros,outros
14747,M01AE|M02AA,Ketoprofen,Cetoprofeno,outros,outros
14748,M01AE|M02AA,Ketoprofen,Profenid,outros,outros
14749,M01AE|M02AA,Ketoprofen sodium,Ketoprofen sodium,outros,outros
14750,M01AE|M02AA,Loxoprofen,Loxoprofeno,outros,outros
14751,M01AE|M02AA,Loxoprofen sodium,Loxonin,outros,outros
14752,M01AE|M02AA,Loxoprofen sodium dihydrate,Loxoprofen sodium hydrate,outros,outros
14753,M01AG,Mefenamic acid,Acido mefenamico,outros,outros
14754,M01AG,Mefenamic acid,Advil,outros,outros
14755,M01AG,Mefenamic acid,Mefenamic acid,outros,outros
14756,M01AG,Mefenamic acid,Mefex,outros,outros
14757,M01AG,Mefenamic acid,Ponstan,outros,outros
14758,M01AG,Ácido mefenâmico,Acido mefenamico,outros,outros
14759,M01AG,Ácido mefenâmico,Advil,outros,outros
14760,M01AG,Ácido mefenâmico,Mefenamic acid,outros,outros
14761,M01AG,Ácido mefenâmico,Mefex,outros,outros
14762,M01AH,Celecoxib,Cecox,outros,outros
14763,M01AH,Celecoxib,Celebra,outros,outros
14764,M01AH,Celecoxib,Celebrex,outros,outros
14765,M01AH,Celecoxib,Celecoxibe,outros,outros
14766,M01AH,Celecoxib,Colecoxib,outros,outros
14767,M01AH,Celecoxib,Coques,outros,outros
14768,M01AH,Celecoxib,Dicoxibe,outros,outros
14769,M01AH,Celecoxib,Ducox,outros,outros
14770,M01AH,Celecoxib,Foxis,outros,outros
14771,M01AH,Celecoxibe,Celebra,outros,outros
14772,M01AH,Celecoxibe,Celebra fem,outros,outros
14773,M01AH,Celecoxibe,Celecoxibe,outros,outros
14774,M01AH,Celecoxibe,Coques,outros,outros
14775,M01AH,Celecoxibe,Dicoxibe,outros,outros
14776,M01AH,Celecoxibe,Elecoxel,outros,outros
14777,M01AH,Celecoxibe,Foxis,outros,outros
14778,M01AH,Etoricoxib,Arcoxia,outros,outros
14779,M01AH,Etoricoxib,Etoricoxib,outros,outros
14780,M01AH,Etoricoxib,Etorix,outros,outros
14781,M01AH,Etoricoxib,Hetori,outros,outros
14782,M01AH,Etoricoxibe,Arcoxia,outros,outros
14783,M01AH,Etoricoxibe,Etoricoxib,outros,outros
14784,M01AH,Etoricoxibe,Hetori,outros,outros
14785,M01AH,Etoricoxibe,Xumer,outros,outros
14786,M01AH,Parecoxib,Parecoxib,outros,outros
14787,M01AH,Parecoxib sodium,Bextra,outros,outros
14788,M01AH,Parecoxib sodium,Parecoxib,outros,outros
14789,M01AH,Parecoxibe,Parecoxib,outros,outros
14790,M01AH,Parecoxibe sódico,Bextra,outros,outros
14791,M01AH,Parecoxibe sódico,Parecoxib,outros,outros
14792,M01AH,Parecoxibe sódico,Parecoxib sodium,outros,outros
14793,M01AH,Parecoxibe sódico,Paxibe,outros,outros
14794,M01AH,Rofecoxib,Coxib,outros,outros
14795,M01AH,Rofecoxib,Flanax,outros,outros
14796,M01AH,Rofecoxibe,Flanax,outros,outros
14797,M01AH,Valdecoxib,Bextra,outros,outros
14798,M01AH,Valdecoxib,Valdecoxib,outros,outros
14799,M01AH,Valdecoxibe,Bextra,outros,outros
14800,M01AW_x000D_|V90,Boswellia serrata,Boswellia serrata,outros,outros
14801,M01AW_x000D_|V90,Curcuma longa,Motore,outros,outros
14802,M01AW_x000D_|V90,Curcuma longa rhizome_x000D_|Colágeno hidrolisado,Collagen turmeric complex,outros,outros
14803,M01AW_x000D_|V90,Harpagophytum procumbens dc. ex meissn.,Arpadol,outros,outros
14804,M01AW_x000D_|V90,Harpagophytum procumbens extract,Garra do diabo,outros,outros
14805,M01AW|M02AX|V90,Harpagophytum procumbens,Harpagophytum procumbens,outros,outros
14806,M01AW|V90,Ascorbic acid|Bromelains|Calcium pantothenate|Curcuma longa rhizome|Cysteine|Enzymes nos|Magnesium oxide|Ruscus aculeatus rhizome|Ruscus aculeatus root,Curcumax,outros,outros
14807,M01AW|V90,Curcuma longa,Motore,outros,outros
14808,M01AW|V90,Harpagophytum procumbens,Arpadol,outros,outros
14809,M01AW|V90,Harpagophytum procumbens dc. ex meissn.,Arpadol,outros,outros
14810,M01AX,Ascorbic acid|Chondroitin sulfate|Glucosamine sulfate,Glucosamin & chondroitin+C,outros,outros
14811,M01AX,Chondroitin sulfate sodium,Condroitina sulfato Abamed,outros,outros
14812,M01AX,Chondroitin sulfate sodium|Glucosamine,Glucosamina + condroitina,outros,outros
14813,M01AX,Chondroitin sulfate sodium|Glucosamine,Glucosamine and chondroitin,outros,outros
14814,M01AX,Chondroitin sulfate sodium|Glucosamine hydrochloride,Glucosamine chondroitin,outros,outros
14815,M01AX,Chondroitin sulfate sodium|Glucosamine sulfate,Artico,outros,outros
14816,M01AX,Chondroitin sulfate sodium|Glucosamine sulfate,Condroflex,outros,outros
14817,M01AX,Chondroitin sulfate sodium|Glucosamine sulfate,Glucosamina+condroitina,outros,outros
14818,M01AX,Chondroitin sulfate sodium|Glucosamine sulfate sodium chloride,Glucosamina+condroitina,outros,outros
14819,M01AX,Chondroitin sulfate|Collagen|Glucosamine,Uc II,outros,outros
14820,M01AX,Chondroitin sulfate|Glucosamine,"Glucosamin &amp, chondroitin",outros,outros
14821,M01AX,Chondroitin sulfate|Glucosamine hydrochloride,Chondroitin glucosamin,outros,outros
14822,M01AX,Chondroitin sulfate|Glucosamine sulfate,Artico,outros,outros
14823,M01AX,Chondroitin sulfate|Glucosamine sulfate,Artiflex,outros,outros
14824,M01AX,Chondroitin sulfate|Glucosamine sulfate,Artrolive,outros,outros
14825,M01AX,Chondroitin sulfate|Glucosamine sulfate,Glucosamine chondroitin,outros,outros
14826,M01AX,Clonixin lysinate,Dolamin,outros,outros
14827,M01AX,Colecalciferol_x000D_|Colágeno_x000D_|Fish oil,Collagen ii,outros,outros
14828,M01AX,Colecalciferol_x000D_|Colágeno_x000D_|Fish oil,Protena,outros,outros
14829,M01AX,Colecalciferol|Collagen|Fish oil,Collagen ii,outros,outros
14830,M01AX,Collagen,Condres,outros,outros
14831,M01AX,Collagen,Disfor,outros,outros
14832,M01AX,Collagen,Mobility,outros,outros
14833,M01AX,Colágeno,Condres,outros,outros
14834,M01AX,Colágeno,Disfor,outros,outros
14835,M01AX,Colágeno,Equaliv cartliv,outros,outros
14836,M01AX,Colágeno hidrolisado,Colageno ii,outros,outros
14837,M01AX,Colágeno hidrolisado,Colageno tipo 2,outros,outros
14838,M01AX,Colágeno hidrolisado,Colageno tipo ii,outros,outros
14839,M01AX,Colágeno hidrolisado,Colaten,outros,outros
14840,M01AX,Colágeno hidrolisado,Colflex,outros,outros
14841,M01AX,Colágeno_x000D_|Acetato de tocoferol,Colageno tipo 2,outros,outros
14842,M01AX,Condroitina sulfato de sódio,Condroitina,outros,outros
14843,M01AX,Condroitina sulfato de sódio_x000D_|Glucosamine sulfate sodium chloride,Glucosamina+condroitina,outros,outros
14844,M01AX,Condroitina sulfato de sódio_x000D_|Sulfato de glicosamina,Artico,outros,outros
14845,M01AX,Condroitina sulfato de sódio_x000D_|Sulfato de glicosamina,Condroflex,outros,outros
14846,M01AX,Condroitina sulfato de sódio|Sulfato de glicosamina,Condroflex,outros,outros
14847,M01AX,Condroitina sulfato de sódio|Sulfato de glicosamina cloreto de sódio,Glucosamina + condroitina,outros,outros
14848,M01AX,Diacerein,Artrodar,outros,outros
14849,M01AX,Diacerein,Cartigen,outros,outros
14850,M01AX,Diacerein,Diacerein,outros,outros
14851,M01AX,Diacerein,Diacereina,outros,outros
14852,M01AX,Diacereína,Artrodar,outros,outros
14853,M01AX,Diacereína,Diacereina,outros,outros
14854,M01AX,Diacereína_x000D_|Glicosamina_x000D_|Metilsulfonilmetano,Osteocare,outros,outros
14855,M01AX,Gelatine hydrolysate,Aletam,outros,outros
14856,M01AX,Gelatine hydrolysate,Colageno ii,outros,outros
14857,M01AX,Gelatine hydrolysate,Colageno tipo 2,outros,outros
14858,M01AX,Gelatine hydrolysate,Colageno tipo ii,outros,outros
14859,M01AX,Gelatine hydrolysate,Colflex,outros,outros
14860,M01AX,Glicosamina,Glucosamin,outros,outros
14861,M01AX,Glucosamine hydrochloride,Tilex,outros,outros
14862,M01AX,Glucosamine sulfate,Artoglico,outros,outros
14863,M01AX,Glucosamine sulfate,Glucoreumin,outros,outros
14864,M01AX,Glucosamine sulfate,Glucosamina,outros,outros
14865,M01AX,Glucosamine sulfate,Sulfato de glicosamina,outros,outros
14866,M01AX,Glucosamine sulfate sodium chloride,Glucosamina,outros,outros
14867,M01AX,Glucosamine sulfate|Methylsulfonylmethane,Cartilite,outros,outros
14868,M01AX,Glucosamine sulfate|Methylsulfonylmethane,Glucosamina,outros,outros
14869,M01AX,Iodo-glutional,Iodo-glutional,outros,outros
14870,M01AX,Lisinato de clonixina,Clonixinato de lisina,outros,outros
14871,M01AX,Lisinato de clonixina,Dolamin,outros,outros
14872,M01AX,Nimesulida betaciclodextrina,Maxsulid,outros,outros
14873,M01AX,Nimesulide,Arflex,outros,outros
14874,M01AX,Nimesulide,Arflex retard,outros,outros
14875,M01AX,Nimesulide,Lide,outros,outros
14876,M01AX,Nimesulide,Nimesulid,outros,outros
14877,M01AX,Nimesulide,Nimesulida,outros,outros
14878,M01AX,Nimesulide,Nisoflan,outros,outros
14879,M01AX,Nimesulide,Nodor,outros,outros
14880,M01AX,Nimesulide beta-cyclodextrine,Maxsulid,outros,outros
14881,M01AX,Nimesulide_x000D_|Pantoprazol sódico sesqui-hidratado,Nivux,outros,outros
14882,M01AX,Nimesulide|Pantoprazole sodium sesquihydrate,Nidue,outros,outros
14883,M01AX,Nimesulide|Pantoprazole sodium sesquihydrate,Nivux,outros,outros
14884,M01AX,Palmidrol,Pealiv,outros,outros
14885,M01AX,Shark cartilage,Cartilagem de tubarao,outros,outros
14886,M01AX,Sulfato de condroitina_x000D_|Colágeno_x000D_|Glicosamina,Uc II,outros,outros
14887,M01AX,Sulfato de condroitina_x000D_|Glicosamina,Glucosamin & chondroitin,outros,outros
14888,M01AX,Sulfato de condroitina_x000D_|Sulfato de glicosamina,1120 glucosamine & chondroitine,outros,outros
14889,M01AX,Sulfato de condroitina_x000D_|Sulfato de glicosamina,Artico,outros,outros
14890,M01AX,Sulfato de condroitina_x000D_|Sulfato de glicosamina,Artrolive,outros,outros
14891,M01AX,Sulfato de condroitina|Sulfato de glicosamina,Artrolive,outros,outros
14892,M01AX,Sulfato de glicosamina,Artoglico,outros,outros
14893,M01AX,Sulfato de glicosamina,Glucosamine,outros,outros
14894,M01AX,Sulfato de glicosamina,Sulfato de glucosamina,outros,outros
14895,M01AX,Ácido ascórbico_x000D_|Beta-Hydroxy-Beta-Methylbutyrate_x000D_|Colecalciferol_x000D_|Colágeno hidrolisado_x000D_|Magnésio_x000D_|Acetato de tocoferol,Sarcoplex,outros,outros
14896,M01AX_x000D_|M02AA,Nimesulide,Cimelide,outros,outros
14897,M01AX_x000D_|M02AA,Nimesulide,Nimesulid,outros,outros
14898,M01AX_x000D_|M02AA,Nimesulide,Nimesulida,outros,outros
14899,M01AX_x000D_|M02AX,Glicosamina,Glucosamina,outros,outros
14900,M01AX_x000D_|M02AX,Glicosamina,Glucosamine,outros,outros
14901,M01AX_x000D_|M02AX_x000D_|V03AX,Condroitina sulfato de sódio,Chondroitin,outros,outros
14902,M01AX_x000D_|V90,Glycine max_x000D_|Persea americana,Piascledine 300,outros,outros
14903,M01AX_x000D_|V90,Óleo de soja_x000D_|Persea americana oil,Piascledine,outros,outros
14904,M01AX|M02AA,Nimesulide,Cimelide,outros,outros
14905,M01AX|M02AA,Nimesulide,Nimesulid,outros,outros
14906,M01AX|M02AA,Nimesulide,Nimesulida,outros,outros
14907,M01AX|M02AA,Nimesulide,Nisulid,outros,outros
14908,M01AX|M02AX,Chondroitin sulfate|Glucosamine hydrochloride,Osteo bi-flex,outros,outros
14909,M01AX|M02AX,Chondroitin sulfate|Glucosamine sulfate,"Chondroitin sulfate,Glucosamine sulfate",outros,outros
14910,M01AX|M02AX,Chondroitin|Glucosamine,"Chondroitin,Glucosamine",outros,outros
14911,M01AX|M02AX,Glucosamine,Glucosamina,outros,outros
14912,M01AX|M02AX,Glucosamine,Glucosamine,outros,outros
14913,M01AX|M02AX,Glucosamine sulfate,Glucosamine sulfate,outros,outros
14914,M01AX|V03AX,Chondroitin sulfate,Matrix,outros,outros
14915,M01AX|V06DD,Gelatine hydrolysate,Hydrolyzed collagen,outros,outros
14916,M01AX|V90,Glycine max seed oil|Persea americana oil,Piascledine,outros,outros
14917,M01BX,Apium graveolens_x000D_|Ácido ascórbico_x000D_|Betacarotene_x000D_|Bioflavonoids nos_x000D_|Boswellia serrata_x000D_|Colecalciferol_x000D_|Copper_x000D_|Curcuma longa_x000D_|Cianocobalamina_x000D_|Fish oil_x000D_|Glicosamina_x000D_|Harpagophytum procumbens dc. ex meissn._x000D_|Manganês_x000D_|Niacinamida_x000D_|Pyridoxine_x000D_|Salix alba_x000D_|Selênio_x000D_|Tocopherol_x000D_|Vitis vinifera_x000D_|Yucca elata_x000D_|Zinco_x000D_|Zingiber officinale,"Apium graveolens,Ascorbic acid,Betacarotene,Bioflavonoids nos,Boswellia serrata,Colecalciferol,Copper,Curcuma longa,Cyanocobalamin,Fish oil,Glucosamine,Harpagophytum procumbens,Manganese,Nicotinamide,Pyridoxine,Salix alba,Selenium,Tocopherol,Vitis vinifera,Yucca elata,Zinc,Zingiber officinale",outros,outros
14918,M01BX,Ascorbic acid|Colecalciferol|Collagen|Gelatine hydrolysate,Artrogen duo,outros,outros
14919,M01BX,Ascorbic acid|Gelatine hydrolysate|Vitamin d nos,Cartigen,outros,outros
14920,M01BX,Boswellia serrata|Curcuma longa rhizome|Menaquinone|Piper nigrum,Nutriflam neo,outros,outros
14921,M01BX,Colágeno_x000D_|Colágeno hidrolisado_x000D_|Ácido hialurônico,Trifor,outros,outros
14922,M01BX,Colágeno_x000D_|Ácido hialurônico_x000D_|Metilsulfonilmetano,Colflex hialu,outros,outros
14923,M01BX,Cálcio_x000D_|Colecalciferol_x000D_|Colágeno_x000D_|Magnésio_x000D_|Menaquinona,Artrofan,outros,outros
14924,M01BX,Cálcio_x000D_|Colecalciferol_x000D_|Colágeno_x000D_|Ácido hialurônico_x000D_|Magnésio_x000D_|Menaquinona,Calde max,outros,outros
14925,M01BX,Cálcio|Colecalciferol|Colágeno|Ácido hialurônico|Magnésio|Menaquinona,Calde max,outros,outros
14926,M01BX,Diclofenaco de sódio|Paracetamol|Serrapeptase,Lyser DP,outros,outros
14927,M01BX,Ácido ascórbico_x000D_|Colecalciferol_x000D_|Colágeno_x000D_|Colágeno hidrolisado,Artrogen duo,outros,outros
14928,M01BX,Ácido ascórbico_x000D_|Colágeno_x000D_|Cianocobalamina_x000D_|Ácido nicotínico_x000D_|Cloridrato de piridoxina_x000D_|Tiamina_x000D_|Acetato de tocoferol,Flexigold,outros,outros
14929,M01BX,Ácido ascórbico|Colágeno|Cianocobalamina|Ácido nicotínico|Cloridrato de piridoxina|Tiamina|Acetato de tocoferol,Flexigold,outros,outros
14930,M01CB|V03A|V91,Gold,Gold,outros,outros
14931,M01CC,Penicillamine,Penicilamina,outros,outros
14932,M02AA,Benzydamine hydrochloride,Flogo-rosa,outros,outros
14933,M02AA,Diclofenac,Voltalgan,outros,outros
14934,M02AA,Diclofenac diethylamine,Anti inflammatory,outros,outros
14935,M02AA,Diclofenac diethylamine,Arthro,outros,outros
14936,M02AA,Diclofenac diethylamine,Desinflex,outros,outros
14937,M02AA,Diclofenac diethylamine,Diclofenaco,outros,outros
14938,M02AA,Diclofenac diethylamine,Disof,outros,outros
14939,M02AA,Diclofenac epolamine,Voltaren,outros,outros
14940,M02AA,Diclofenac sodium,Anti-inflammatory,outros,outros
14941,M02AA,Diclofenac sodium,Diflex,outros,outros
14942,M02AA,Diclofenac_x000D_|Linum usitatissimum seed oil_x000D_|Menthol_x000D_|Salicilato de metila,Versa,outros,outros
14943,M02AA,Diclofenaco de sódio,Anti-inflammatory,outros,outros
14944,M02AA,Diclofenaco de sódio,Diclac sandoz,outros,outros
14945,M02AA,Diclofenaco dietilamônio,Diclofenaco dietilamonio,outros,outros
14946,M02AA,Diclofenaco dietilamônio,Diferin,outros,outros
14947,M02AA,Diclofenaco dietilamônio,Neocoflan,outros,outros
14948,M02AA,Felbinac,Felbinac,outros,outros
14949,M02AA,Flurbiprofen,Flux,outros,outros
14950,M02AA,Flurbiprofen sodium,Targus,outros,outros
14951,M02AA,Loxoprofeno sódico,Loxonin flex,outros,outros
14952,M02AC,Camphor|Glycol salicylate|Menthol|Methyl salicylate|Thymol,Salonpas,outros,outros
14953,M02AC,Camphor|Glycol salicylate|Menthol|Tocopheryl acetate,Salonsip,outros,outros
14954,M02AC,Camphor|Levomenthol|Methyl salicylate,Gelol,outros,outros
14955,M02AC,Camphor|Menthol|Methyl salicylate,Gelo bio,outros,outros
14956,M02AC,Camphor|Menthol|Methyl salicylate|Thymol,Salonpas,outros,outros
14957,M02AC,Cânfora_x000D_|Menthol_x000D_|Salicilato de metila,Salonpas,outros,outros
14958,M02AC,Diethylamine salicylate|Escin,Reparil,outros,outros
14959,M02AC,Menthol_x000D_|Salicilato de metila,Salonpas,outros,outros
14960,M02AC,Menthol|Methyl salicylate,Salonpas,outros,outros
14961,M02AC,Methyl salicylate,Salicilato de metilo phi,outros,outros
14962,M02AC,Polissulfato de mucopolissacarídeo_x000D_|Ácido salicílico,"Mucopolysaccharide polysulfuric acid ester,Salicylic acid",outros,outros
14963,M02AC,Salicilato de dietilamônio_x000D_|Escina,Reparil-gel,outros,outros
14964,M02AC,Trolamine salicylate,Analgesia,outros,outros
14965,M02AW_x000D_|V90,Cordia verbenacea,Acheflan,outros,outros
14966,M02AX,Camphor,Canfora,outros,outros
14967,M02AX,Camphor|Menthol|Methyl salicylate|Pinus spp. oil,Massageol,outros,outros
14968,M02AX,Cânfora_x000D_|Menthol_x000D_|Salicilato de metila_x000D_|Pinus spp. oil,Massageol,outros,outros
14969,M02AX,Hydroxytoluic acid|Menthol,Balsamo bengue,outros,outros
14970,M02AX,Menthol,Dorflex Icy Hot,outros,outros
14971,M02AX_x000D_|V90,Harpagophytum procumbens dc. ex meissn.,Artrotop,outros,outros
14972,M02AX|V90,Aesculus hippocastanum|Arnica montana,Doresmil,outros,outros
14973,M02AX|V91,Achillea millefolium|Aconitum napellus|Arnica montana|Atropa belladonna|Bellis perennis|Calcium sulfide|Calendula officinalis|Echinacea angustifolia|Echinacea purpurea|Hamamelis virginiana|Hypericum perforatum|Matricaria recutita|Mercurius solubilis Hahnemanni|Symphytum officinale,Traumeel s,outros,outros
14974,M03AB,Cloreto de suxametônio,Cloruro de suxametonio,outros,outros
14975,M03AB,Cloreto de suxametônio,Mioflex,outros,outros
14976,M03AB,Cloreto de suxametônio,Succinil colin,outros,outros
14977,M03AB,Cloreto de suxametônio,Succinilcolina,outros,outros
14978,M03AB,Cloreto de suxametônio,Suxamethonium chloride,outros,outros
14979,M03AB,Cloreto de suxametônio,Suxametonio,outros,outros
14980,M03AB,Suxamethonium,Suxameton,outros,outros
14981,M03AB,Suxamethonium chloride,Mioflex,outros,outros
14982,M03AB,Suxamethonium chloride,Quelicin,outros,outros
14983,M03AB,Suxamethonium chloride,Rapilax,outros,outros
14984,M03AB,Suxamethonium chloride,Succinil colin,outros,outros
14985,M03AB,Suxamethonium chloride,Succinilcolina,outros,outros
14986,M03AB,Suxamethonium chloride,Succitrat,outros,outros
14987,M03AB,Suxamethonium chloride,Suxamethonium chloride,outros,outros
14988,M03AB,Suxamethonium chloride,Suxametonio,outros,outros
14989,M03AB,Suxametônio,Suxamethonium,outros,outros
14990,M03AB,Suxametônio,Suxameton,outros,outros
14991,M03AC,Atracurium,Atracurio,outros,outros
14992,M03AC,Atracurium,Atracurium,outros,outros
14993,M03AC,Atracurium besilate,Atracur,outros,outros
14994,M03AC,Atracurium besilate,Atracurio,outros,outros
14995,M03AC,Atracurium besilate,Besilato de atracurio,outros,outros
14996,M03AC,Atracurium besilate,Tracrium,outros,outros
14997,M03AC,Atracurium besilate,Tracur,outros,outros
14998,M03AC,Atracúrio,Atracurio,outros,outros
14999,M03AC,Besilato de atracúrio,Atrabesylate,outros,outros
15000,M03AC,Besilato de atracúrio,Atracurio,outros,outros
15001,M03AC,Besilato de atracúrio,Atracurio besilato,outros,outros
15002,M03AC,Besilato de atracúrio,Besilato de atracurio,outros,outros
15003,M03AC,Besilato de atracúrio,Tracur,outros,outros
15004,M03AC,Besilato de cisatracúrio,Bes cisatracuri,outros,outros
15005,M03AC,Besilato de cisatracúrio,Besilato de cisatracurio,outros,outros
15006,M03AC,Besilato de cisatracúrio,Cis,outros,outros
15007,M03AC,Besilato de cisatracúrio,Cisatracurio,outros,outros
15008,M03AC,Besilato de cisatracúrio,Nimbium,outros,outros
15009,M03AC,Besilato de cisatracúrio,Nosint,outros,outros
15010,M03AC,Brometo de pancurônio,Brometo de pancuronio,outros,outros
15011,M03AC,Brometo de pancurônio,Pancuronio,outros,outros
15012,M03AC,Brometo de pancurônio,Pancuronium,outros,outros
15013,M03AC,Brometo de rocurônio,Baxter rocuronium,outros,outros
15014,M03AC,Brometo de rocurônio,Brometo de rocuronio,outros,outros
15015,M03AC,Brometo de rocurônio,Brometo de rocuronio hikma,outros,outros
15016,M03AC,Brometo de rocurônio,Bromuro de rocuronio,outros,outros
15017,M03AC,Brometo de rocurônio,Esmeron,outros,outros
15018,M03AC,Brometo de rocurônio,Lomeron,outros,outros
15019,M03AC,Brometo de rocurônio,Rocur,outros,outros
15020,M03AC,Brometo de rocurônio,Rocuron,outros,outros
15021,M03AC,Brometo de rocurônio,Rocuronii bromidum,outros,outros
15022,M03AC,Brometo de rocurônio,Rocuronio,outros,outros
15023,M03AC,Brometo de rocurônio,Rocuronio kabi,outros,outros
15024,M03AC,Brometo de rocurônio,Rocuronium Braun,outros,outros
15025,M03AC,Brometo de rocurônio,Rocuronium bromide,outros,outros
15026,M03AC,Brometo de rocurônio,Unirez,outros,outros
15027,M03AC,Cisatracurium,Cisatracurium,outros,outros
15028,M03AC,Cisatracurium besilate,Besilato de cisatracurio,outros,outros
15029,M03AC,Cisatracurium besilate,Cis,outros,outros
15030,M03AC,Cisatracurium besilate,Cisatracurio,outros,outros
15031,M03AC,Cisatracurium besilate,Cisatracurio accord,outros,outros
15032,M03AC,Cisatracurium besilate,Cisatracurium,outros,outros
15033,M03AC,Cisatracurium besilate,Cisatracurium besylate,outros,outros
15034,M03AC,Cisatracurium besilate,Cisblok,outros,outros
15035,M03AC,Cisatracurium besilate,Nimbium,outros,outros
15036,M03AC,Cisatracurium besilate,Nosint,outros,outros
15037,M03AC,Cisatracúrio,Cis,outros,outros
15038,M03AC,Cisatracúrio,Cis cristalia,outros,outros
15039,M03AC,Cisatracúrio,Cisatracurium,outros,outros
15040,M03AC,Gallamine triethiodide,Galexan,outros,outros
15041,M03AC,Pancuronium bromide,Brometo de pancuronio,outros,outros
15042,M03AC,Pancuronium bromide,Pancuron,outros,outros
15043,M03AC,Pancuronium bromide,Pancuronio,outros,outros
15044,M03AC,Rocuronium,Rocuronium,outros,outros
15045,M03AC,Rocuronium bromide,Brometo de Rocuronio,outros,outros
15046,M03AC,Rocuronium bromide,Brometo de rocuronio,outros,outros
15047,M03AC,Rocuronium bromide,Esmeron,outros,outros
15048,M03AC,Rocuronium bromide,Lomeron,outros,outros
15049,M03AC,Rocuronium bromide,Muscobloc,outros,outros
15050,M03AC,Rocuronium bromide,Rocur,outros,outros
15051,M03AC,Rocuronium bromide,Rocurocel,outros,outros
15052,M03AC,Rocuronium bromide,Rocuron,outros,outros
15053,M03AC,Rocuronium bromide,Rocuronio,outros,outros
15054,M03AC,Rocuronium bromide,Rocuronio Kabi,outros,outros
15055,M03AC,Rocuronium bromide,Rocuronium,outros,outros
15056,M03AC,Rocuronium bromide,Rocuronium bromide,outros,outros
